latitude,longitude
0.8454056885832028,0.00926995153024939
0.6273493015212521,0.16734181750480454
0.5991289106540478,0.33396340652204476
0.5800287828994092,0.46276655041182047
0.03859235124994966,0.8315697770958547
0.1579457133390959,0.32368530034216114
0.27355625546301976,0.48015879042837684
0.1490299909508368,0.38503479137172486
0.921992034639945,0.8981355018132481
0.13496256807034007,0.3926683387850056
0.3806604446799308,0.07744999071639039
0.9411203946610315,0.3524105357739614
0.8635954192885871,0.9712177417066958
0.6911356200828296,0.7155009920436778
0.8387710232619078,0.18196053525875036
0.3806096785375394,0.541712291224833
0.35354612562418275,0.1341871290068258
0.35037765593687403,0.7730854812142643
0.7331087761775584,0.09480750410022218
0.5944299278748939,0.8260625578296837
0.4498962372826163,0.99651870586282
0.9899323760267671,0.9123940032498282
0.7647511436345877,0.13040034051402868
0.9442155948383563,0.38194177308053434
0.6090203583388807,0.33066631090158405
0.12220250860750889,0.5887982606325571
0.39171250778525546,0.9908131141944738
0.715351665138575,0.40145643213083065
0.27032278222545575,0.9030231422699084
0.280344033674273,0.20328032966716725
0.4239641725304971,0.3324415346201457
0.4623515313435423,0.12582384498958293
0.1727305108722013,0.34338279931850807
0.9286427740979245,0.9595874949753384
0.48834190604746297,0.9339092211344014
0.008060384340204372,0.739644507819002
0.6735526897194751,0.007092458494693322
0.4146524892323555,0.3117213653318246
0.5279009700743914,0.32289942011801953
0.5698723920319717,0.48070496317254835
0.5098324652607898,0.9847364543883205
0.9619090263981859,0.902540768049196
0.2532882351509739,0.02188398905899279
0.6254731155068368,0.3735565913093999
0.00489055796892431,0.33125419441044995
0.14465614500717988,0.5120239196590447
0.09756557008786079,0.6100236994568519
0.9037690618701728,0.4114537453329529
0.28990142808170255,0.8492182523825678
0.5035512556989057,0.9615747447082805
0.9437738203754925,0.13437459874500793
0.25435828011965145,0.5677555937854558
0.910868943679901,0.4883945135703389
0.564578415271082,0.8764415784909168
0.7674061544949129,0.9025643173453711
0.15323441208595012,0.25288659545596626
0.9332038354288278,0.377792402170059
0.7248925468105892,0.29064214225708446
0.6262941175706379,0.5775812549332273
0.614322092252901,0.3700406331062651
0.33860451691875454,0.5645138500314035
0.022238563579244905,0.4838284454973061
0.137071689352458,0.1912988748591309
0.823923748187123,0.6618690627164496
0.38856840954738325,0.5374585846076075
0.6077915743305424,0.6693782955837567
0.08429506684220105,0.3708223356565856
0.48016436387740247,0.5562618102316854
0.30778658459567376,0.6390094720930113
0.152908226842578,0.9680630359014406
0.8958220533119166,0.05846500081084577
0.17925690952269496,0.43094488105278456
0.994417741653395,0.9660610779390679
0.7670453665661582,0.6376647001062993
0.175076674839865,0.17830799859256413
0.22510291170971816,0.6049723563323403
0.5179467927495283,0.0015125535184071948
0.3249186768238988,0.8714801463194297
0.6842430269682059,0.9677007779263158
0.12358309019637166,0.7391249654158265
0.3497632096948373,0.12252292651229653
0.8008694277473873,0.9480919511496613
0.3905365196052308,0.8697014871255315
0.2691907808624713,0.24363625128637564
0.9603498150824273,0.6025179950633492
0.6991286023092336,0.9357669526011935
0.7849129404478481,0.7851524608458038
0.4279333484961307,0.20705042402605092
0.32733009442154887,0.011703558438393054
0.4415584429101382,0.1475256222951832
0.5168653492961857,0.6694112805671707
0.23751046788648994,0.6773640287385383
0.21369984772943917,0.9390803326298264
0.9616801460499091,0.6944397854932545
0.5665213802615393,0.6735433392338608
0.2573904355662206,0.19278885263804912
0.6874001527451546,0.622748047310703
0.32373035863082494,0.46905305308008205
0.14585251946695543,0.8529954054353758
0.6891755534784612,0.0713001597959292
0.986734186293316,0.05196048031865653
0.5092468492116925,0.5514114792516049
0.7907651035715163,0.23408666963853517
0.9572908158502146,0.005983110218294672
0.14700614651330948,0.13507600210683238
0.05300074941092856,0.6900413228889409
0.6757620162374549,0.7703797403631638
0.9563924614828786,0.26468555009655315
0.7938455112063526,0.22719627681762966
0.5728264127667505,0.6008611727799332
0.45180511074218593,0.36775026039990755
0.7005557301812536,0.5097698428790889
0.4716734813108398,0.09576890256420909
0.6050726607546729,0.08573817962316523
0.6615348077132955,0.21417737401635462
0.08192482860594827,0.004512164575096488
0.5787711980039028,0.4641140126408033
0.5050478373607118,0.03282479473398045
0.003188101160920057,0.6337796874534369
0.3320478702028468,0.3936006684214675
0.19436130752004752,0.554272625824292
0.5377670392478167,0.7177503171988256
0.7313912540987109,0.08108892079206856
0.979619066169828,0.6358717077686794
0.2507922674403168,0.38766698553613066
0.2605569976153358,0.43557282121972546
0.6863853930921024,0.3332580981263586
0.9106614474106032,0.34296774279091824
0.8020902135994918,0.387023487569369
0.18195893959575293,0.8482933651428052
0.6388533742624102,0.8458168154871863
0.5409508234982933,0.12216477841959035
0.32410721121877484,0.6844890219677914
0.12111676353369161,0.018226280822015772
0.4346307947103444,0.23608608986066518
0.18313229748618995,0.9141762754420731
0.8317702066119443,0.7424031198378097
0.8979449024508448,0.19826176232603746
0.028648474094733714,0.20210291172265643
0.23328320094864138,0.488356385773087
0.2140603707323048,0.43542979452891184
0.5245593828366385,0.7255171021012654
0.6258171211930242,0.10306876862651747
0.37801938733228563,0.18441491789863726
0.40982851970185397,0.3486361638720386
0.16563062478185483,0.16562825272943782
0.4545448723605496,0.8418010735698094
0.6379701774354278,0.3841747801178914
0.07251383132815947,0.11286387894024343
0.3023099675121901,0.7815828996398587
0.12775016315204968,0.43748636447808664
0.47092435287461437,0.41916977315460346
0.788345882249326,0.35995463731244076
0.5123724626948853,0.49368386605457587
0.17552678442522288,0.625935779824866
0.08809796597167383,0.532608127406119
0.8175489223632202,0.018825660441615908
0.6277281364649426,0.4505625051810352
0.28069935448044153,0.9839419573272322
0.849378034826248,0.2209809758346796
0.2838658435013503,0.9006961005124672
0.9987562369344757,0.4441184994087808
0.17441320460979656,0.7663001555916744
0.34850463623421335,0.5791406961978356
0.1983178984823597,0.9066901826032499
0.22252609666378656,0.12619732383032276
0.9502170910231241,0.7501482784525644
0.5097702630960046,0.24221977450366303
0.47675210852866035,0.22221195395432378
0.9228518039582368,0.15992690412155272
0.6482390809604215,0.2464031318952894
0.9673106820966949,0.4338216876685263
0.6574036595670633,0.7823580065275672
0.9224467125755378,0.8442214557293916
0.4306287849711314,0.7300841328522962
0.22990831021461833,0.8790616103537788
0.8896681356644115,0.404690788497128
0.5383267334190021,0.38086309255544853
0.35631547616433223,0.4154453347595369
0.7974981887815871,0.8264134234424032
0.9085333724528355,0.5835261499812291
0.6238360587145089,0.1922190387586738
0.6845741295538914,0.3135246297130748
0.17507487292864699,0.40857952403739944
0.11640759272563471,0.8099840338368219
0.9416506117648473,0.7580368054634468
0.9831171338413001,0.8232543563138975
0.6945855890670005,0.24848540328865085
0.047734853219394045,0.7909247729529908
0.9071473036840416,0.3322311028774824
0.5700583663405714,0.6811594771536118
0.20332603151972908,0.1402480176784809
0.48232554032634417,0.14853500471926365
0.1266214760756376,0.1703662325854958
0.392772258067486,0.8102246468959925
0.4618026256617622,0.4051985559659349
0.35528238034702353,0.9022608110699748
0.5632941446435296,0.05086103920610628
0.7212010440994603,0.2364904339438461
0.02452897853581729,0.983423375641028
0.7694258511851597,0.21549989935820185
0.7583701158677224,0.23848793555190356
0.3865717400922296,0.6159152804886631
0.9343205514055662,0.9123955092324044
0.019006928731210865,0.5688760873492166
0.8065223978701519,0.3587311918539776
0.3774991792158618,0.6839830794132
0.6343318815205967,0.0870618346451845
0.8944499988434444,0.17637392743614785
0.6909676748936044,0.7838369846074587
0.8468547159693129,0.7469851584402395
0.3901637056875371,0.3394905671818506
0.5110945436887694,0.05451416722918039
0.15214965111051992,0.3233318636088038
0.7416582626269352,0.09209084512594037
0.7884648405301218,0.16696299966167813
0.8896634591820363,0.49909812021902605
0.6917058738377179,0.7235604203649305
0.8745763831573784,0.6693241346903381
0.24464112559478762,0.6353527213523418
0.9006422351681448,0.3702910323325088
0.9474419667020504,0.29033140533292384
0.3968558822316279,0.13763246455712877
0.135787176304474,0.045332263232910515
0.09485657252836367,0.7151581136065842
0.005727797047650526,0.4711059655714302
0.3438376786069664,0.4412425656932335
0.2240688176780051,0.07143380044067486
0.7161279225870568,0.048482506342720916
0.13280062394477132,0.2412013213866381
0.5178451464485445,0.05503759222176688
0.5049124263876873,0.1442547981478429
0.3319242553538558,0.14628336184533688
0.49243869617642605,0.5497650309852044
0.34148162586713277,0.2890445180717674
0.9027948312395063,0.5403533419029758
0.8897648930984994,0.9859798745921851
0.33231144312948735,0.6288424663888313
0.18376579133409696,0.24701560364365654
0.7804065075795751,0.6842952125597012
0.42340021035385894,0.8480383339143781
0.2742217094661571,0.3429900374880928
0.48780778053875956,0.018127063022633942
0.6411786499297237,0.6118641565978117
0.34506330539449465,0.7125603696130889
0.8587308196758866,0.0010655124888421835
0.7207050904957172,0.5387333870778719
0.3030976069241531,0.9284829859703307
0.2031890438189121,0.23757898693549132
0.41230409320144823,0.19790467407518958
0.09948434786726368,0.4766934953914635
0.620788342189837,0.6393099912954112
1.0,0.7573823672296481
0.8018291712770048,0.1393603424222147
0.9829976324516958,0.37429685821131836
0.5936183223694301,0.28087552653361525
0.47630986544547177,0.6123704635168785
0.5216640274165562,0.7946457744556285
0.019189308222421927,0.6128360047715796
0.12088883896586605,0.55804708877797
0.8587400703496084,0.07821099662016617
0.49185188803957197,0.028143097802563785
0.20439845953292188,0.8127374063646096
0.17537921131382905,0.9357554750701133
0.8192333148763357,0.40228073807081893
0.6411336488781707,0.39405986230529466
0.13792199827536664,0.2907930267673361
0.6938482840133277,0.6575978118101625
0.07333433019741094,0.651068784282152
0.10088425326924866,0.6733521560841794
0.44544916895872533,0.7605874805662728
0.0039191820954499615,0.435248974732269
